,Cluster Coefficient,Gamma,Node Degree
5081856,0.0,0.0,2
5011617,0.0,0.0,1
5361134,0.0,0.0,4
3967745,0.0,0.0,5
1846806,0.0,0.0,3
4559387,0.0,0.0,5
824911,0.0,0.0,1
5288074,0.0,0.0,2
506169,0.13333333333333333,0.6951941016011038,6
4000520,0.0,0.0,1
1204973,0.0,0.0,2
133895,0.0,0.0,1
2034444,0.0,0.0,1
2828,0.0,0.0,1
3574543,0.0,0.0,2
1206272,0.0,0.0,1
68507,0.0,0.0,3
2624272,0.0,0.0,1
4557585,0.0,0.0,1
4924879,0.0,0.0,4
4360979,0.0,0.0,1
4253565,0.0,0.0,3
4623124,0.0,0.0,1
4976128,0.0,0.0,1
4590365,0.0,0.0,2
4529332,0.0,0.0,2
2473547,0.0,0.0,7
363296,0.0,0.0,2
3651392,0.0,0.0,3
3410725,0.0,0.0,1
5507880,0.0,0.0,1
5184627,0.0,0.0,5
2591529,0.0,0.0,2
2749452,0.0,0.0,2
3369966,0.0,0.0,7
4885289,0.0,0.0,1
2231083,0.0,0.0,2
1108796,0.0,0.0,2
1357813,0.0,0.0,2
1379121,0.0,0.0,1
2535994,0.0,0.0,2
1411890,0.0,0.0,1
175074,0.0,0.0,4
4918067,0.0,0.0,2
2286945,0.0,0.0,3
4232302,0.0,0.0,4
1084212,0.06666666666666667,0.5,6
4278098,0.16666666666666666,0.5,4
240280,0.0,0.0,2
5148557,0.0,0.0,2
1023368,1.0,0.5,2
2071592,0.0,0.0,1
2706851,0.0,0.0,2
4426559,0.0,0.0,2
773753,0.0,0.0,1
1689291,0.0,0.0,2
5212993,0.0,0.0,1
5081924,0.0,0.0,1
2132805,0.0,0.0,2
40275,0.0,0.0,4
4696478,0.0,0.0,1
2591558,0.0,0.0,2
2634711,0.0,0.0,1
5292596,0.0,0.0,2
2165578,0.0,0.0,5
3045815,0.0,0.0,2
5238098,0.0,0.0,1
5459747,0.0,0.0,2
4000589,0.0,0.0,2
4695924,0.0,0.0,2
2186740,0.0,0.0,3
5286096,0.0,0.0,2
2845973,0.0,0.0,1
3782523,0.3333333333333333,0.5,3
5023055,0.0,0.0,3
875497,0.0,0.0,2
2707164,0.0,0.0,2
388058,0.0,0.0,2
3763175,0.0,0.0,2
3246930,0.0,0.0,1
1248085,0.0,0.0,2
1487186,0.0,0.0,2
2722825,0.0,0.0,1
2886488,0.0,0.0,1
5066431,0.0,0.0,2
4983647,0.0,0.0,2
2155702,0.0,0.0,2
1182569,0.0,0.0,2
4500167,0.0,0.0,4
5049193,0.0,0.0,1
4848034,0.0,0.0,3
4066155,0.0,0.0,2
4054628,0.0,0.0,2
3345259,0.0,0.0,2
91665,0.0,0.0,2
4838084,0.0,0.0,4
4754286,1.0,0.5,2
253449,0.16666666666666666,0.5,4
833775,0.16666666666666666,0.5,4
4885366,0.0,0.0,4
635189,0.0,0.0,1
1635144,0.0,0.0,4
3708424,0.0,0.0,3
1552543,0.0,0.0,1
3935097,0.0,0.0,1
2683170,0.0,0.0,3
2591610,0.0,0.0,1
663149,0.0,0.0,2
3312508,0.0,0.0,3
419359,0.0,0.0,9
4077090,0.0,0.0,1
5016446,0.0,0.0,1
2077178,0.0,0.0,5
4426627,0.0,0.0,2
3680522,0.0,0.0,3
4131724,0.0,0.0,1
760432,0.0,0.0,2
2821010,0.0,0.0,1
1265043,0.0,0.0,2
1706899,0.0,0.0,3
1074390,0.0,0.0,3
3304105,0.0,0.0,1
4364860,0.0,0.0,1
3476379,0.0,0.0,2
4288408,0.0,0.0,2
1383696,0.0,0.0,5
1326883,0.0,0.0,1
3312545,0.0,0.0,1
4164522,0.0,0.0,1
2427839,0.0,0.0,5
1095781,0.0,0.0,1
1461882,0.0,0.0,1
5139151,0.0,0.0,1
3063442,0.0,0.0,1
1982533,0.0,0.0,4
4918208,0.6666666666666666,0.6951941016011038,3
3143080,1.0,0.5,2
4656071,0.0,0.0,1
3650501,0.1,0.5,5
4950984,0.0,0.0,2
3558997,0.0,0.0,2
3882902,0.0,0.0,1
5098734,0.0,0.0,2
5303949,0.0,0.0,1
363470,0.0,0.0,2
2423082,0.0,0.0,1
1441298,0.0,0.0,4
822224,0.0,0.0,3
3840775,0.0,0.0,1
1469834,0.0,0.0,4
1146781,0.0,0.0,2
756694,0.0,0.0,2
3025293,0.0,0.0,2
5016535,0.0,0.0,2
2716812,0.0,0.0,1
127993,0.03636363636363636,0.6951941016011038,11
166873,0.0,0.0,1
4642159,0.0,0.0,2
3738594,0.0,0.0,1
5082082,0.0,0.0,2
3055488,0.0,0.0,3
1328213,0.0,0.0,1
3345382,0.0,0.0,1
5442545,0.0,0.0,1
2051873,0.0,0.0,4
658430,0.0,0.0,11
4008350,0.0,0.0,1
439849,0.0,0.0,2
5369270,0.0,0.0,2
5423454,0.0,0.0,1
3415556,0.0,0.0,2
4853523,0.0,0.0,2
2160258,0.0,0.0,1
818371,0.0,0.0,2
1339568,0.0,0.0,2
1444864,0.0,0.0,1
4393989,0.0,0.0,1
3512129,0.0,0.0,4
5344261,0.0,0.0,1
1903627,0.0,0.0,1
5203932,0.0,0.0,2
5147660,0.0,0.0,1
579533,0.0,0.0,2
4656141,0.0,0.0,6
2632697,0.0,0.0,1
4825911,0.0,0.0,4
3297748,0.0,0.0,1
3516142,0.0,0.0,3
3485618,0.0,0.0,2
3077135,0.0,0.0,1
986129,0.0,0.0,1
2315535,0.0,0.0,2
3542038,0.0,0.0,1
3312666,0.0,0.0,3
3152230,0.0,0.0,2
4979687,0.0,0.0,1
5409826,0.0,0.0,1
777274,0.0,0.0,4
3607595,0.0,0.0,1
2575655,0.015151515151515152,0.5,12
4000814,0.0,0.0,1
560175,0.0,0.0,1
2067505,0.0,0.0,1
3914592,0.0,0.0,3
5475380,0.0,0.0,3
210982,0.0,0.0,3
5042230,0.0,0.0,2
5185279,0.0,0.0,2
1444920,0.0,0.0,3
2977098,0.0,0.0,3
1995433,0.0,0.0,4
2996261,0.0,0.0,1
1018944,0.0,0.0,1
4754499,0.0,0.0,3
1816919,0.0,0.0,1
1904901,0.0,0.0,3
2333288,0.0,0.0,3
2853962,0.0,0.0,2
3592337,0.0,0.0,1
2034765,0.0,0.0,2
2246629,0.0,0.0,2
2821198,0.0,0.0,1
3738703,0.0,0.0,1
1452359,0.0,0.0,15
855119,0.0,0.0,1
101457,0.0,0.0,1
3962664,0.0,0.0,4
2591829,0.0,0.0,2
2019658,0.0,0.0,2
1055165,0.0,0.0,3
1903716,0.0,0.0,1
2233461,0.0,0.0,7
1313895,0.0,0.0,1
1068113,0.0,0.0,5
986216,0.0,0.0,1
4873930,0.0,0.0,12
1641580,0.0,0.0,3
3712632,0.0,0.0,5
5107835,0.0,0.0,1
2985074,0.0,0.0,1
4401895,0.0,0.0,3
4099188,0.0,0.0,1
3889397,0.0,0.0,2
1018998,0.0,0.0,2
4342721,0.0,0.0,3
897229,0.0,0.0,3
5409911,0.0,0.0,2
5357315,0.0,0.0,1
3509371,0.0,0.0,2
3197,0.0,0.0,2
1488796,0.0,0.0,2
2591871,0.0,0.0,2
2910025,0.0,0.0,1
5158704,0.0,0.0,6
3116164,0.0,0.0,2
1731761,0.0,0.0,1
237059,0.0,0.0,5
4885645,0.0,0.0,1
5504496,0.0,0.0,3
1412237,0.0,0.0,4
4275804,0.0,0.0,1
4718586,0.022222222222222223,0.5,10
3237987,0.0,0.0,1
5278869,0.0,0.0,3
2358924,0.0,0.0,4
2168713,0.0,0.0,1
381786,0.0,0.0,2
1013177,0.0,0.0,2
326410,0.0,0.0,2
2909267,0.0,0.0,2
4495057,0.0,0.0,2
2857594,0.0,0.0,1
3678968,0.0,0.0,1
1608859,0.0,0.0,1
986268,0.0,0.0,2
2913677,0.0,0.0,2
1663223,0.0,0.0,2
5213341,0.0,0.0,2
1122523,0.0,0.0,1
3033387,0.0,0.0,10
4689057,0.0,0.0,6
4191140,0.0,0.0,8
1895010,0.0,0.0,4
3589482,0.0,0.0,2
2541595,0.0,0.0,2
1445400,0.0,0.0,1
5311650,0.0,0.0,2
415293,0.0,0.0,2
4997484,0.0,0.0,1
4230312,0.0,0.0,2
3092813,0.0,0.0,1
1608872,0.0,0.0,2
3878965,0.0,0.0,2
4885678,0.0,0.0,1
1649480,0.0,0.0,2
1306050,0.0,0.0,1
3574963,0.0,0.0,2
4406337,0.0,0.0,6
134323,0.0,0.0,2
4118882,0.0,0.0,4
298165,0.0,0.0,1
2520363,0.0,0.0,7
2755765,0.0,0.0,1
3017915,0.0,0.0,1
167103,0.0,0.0,3
3542209,0.0,0.0,1
1977149,0.0,0.0,2
4787401,0.0,0.0,1
363721,0.0,0.0,1
4007993,0.0,0.0,3
1051858,0.0,0.0,1
199895,0.0,0.0,1
573304,0.0,0.0,2
5213402,0.0,0.0,1
2653983,0.0,0.0,5
2788578,0.0,0.0,3
2708708,0.0,0.0,1
4046499,0.0,0.0,2
3058585,0.0,0.0,3
1576164,0.0,0.0,2
2145659,0.0,0.0,3
3228792,0.0,0.0,2
4558053,0.0,0.0,1
4361447,0.0,0.0,1
1346792,0.0,0.0,4
74727,0.0,0.0,2
2668850,0.0,0.0,4
906288,0.0,0.0,1
5115114,0.0,0.0,2
975084,0.0,0.0,1
1788476,0.0,0.0,6
5082352,0.0,0.0,1
298232,0.0,0.0,1
5394867,0.0,0.0,6
4263165,0.0,0.0,2
1057916,0.0,0.0,10
560550,0.0,0.0,1
4656384,0.0,0.0,2
2201057,0.0,0.0,2
2264320,0.0,0.0,2
2978543,0.0,0.0,4
3747954,0.0,0.0,4
3443975,0.0,0.0,4
4908462,0.0,0.0,2
4542311,0.0,0.0,2
3663175,0.0,0.0,4
182443,0.0,0.0,1
3476746,0.015151515151515152,0.5,12
835121,0.0,0.0,2
4151725,0.0,0.0,1
1598271,0.1,0.5,5
1730150,0.0,0.0,3
1731276,0.0,0.0,3
806736,0.0,0.0,1
2128405,0.0,0.0,3
2572687,0.0,0.0,2
1079743,0.0,0.0,2
2849196,0.0,0.0,2
2657547,0.0,0.0,1
5377294,0.0,0.0,1
86973,0.0,0.0,9
3673359,0.0,0.0,1
3657474,0.0,0.0,3
3342,0.0,0.0,1
3723285,0.0,0.0,3
3509521,0.0,0.0,1
5049617,0.0,0.0,1
683231,0.0,0.0,2
1838358,0.0,0.0,1
3225751,0.0,0.0,2
527640,0.0,0.0,2
2901857,0.0,0.0,1
745411,0.0,0.0,6
1576217,0.0,0.0,2
1327183,0.0,0.0,2
4694703,0.0,0.0,1
2297116,0.0,0.0,6
4913977,0.0,0.0,2
2612054,0.0,0.0,1
700324,0.0,0.0,3
1474064,0.0,0.0,2
912138,0.0,0.0,2
3907788,0.0,0.0,1
298270,0.0,0.0,1
621859,0.0,0.0,3
2919714,0.0,0.0,2
4171792,0.0,0.0,4
1186637,0.0,0.0,2
2685124,0.0,0.0,2
2074342,0.0,0.0,1
3444007,0.0,0.0,2
3373,0.0,0.0,2
5049801,0.0,0.0,7
894589,0.0,0.0,2
1903931,0.0,0.0,1
1013694,0.0,0.0,6
1215822,0.0,0.0,3
2875434,0.0,0.0,2
1328292,0.0,0.0,2
1418379,0.0,0.0,2
1346916,0.0,0.0,2
1431179,0.0,0.0,1
2887018,0.0,0.0,2
4178363,0.0,0.0,3
3970826,0.0,0.0,1
1183086,0.0,0.0,2
121917,0.0,0.0,2
945029,0.0,0.0,3
5180784,0.0,0.0,1
466528,0.0,0.0,3
3050873,0.0,0.0,2
1976650,0.0,0.0,2
1261167,0.0,0.0,2
101757,0.0,0.0,2
619126,0.0,0.0,6
416357,0.0,0.0,1
4885887,0.0,0.0,1
2100609,0.0,0.0,1
5249098,0.0,0.0,4
134530,0.0,0.0,1
953733,0.0,0.0,2
1167578,0.0,0.0,2
1545665,0.0,0.0,1
5049734,0.0,0.0,1
5050476,0.0,0.0,2
1609095,0.0,0.0,1
2705391,0.0,0.0,8
396677,0.0,0.0,1
3625875,0.0,0.0,1
257704,0.0,0.0,6
1956752,0.0,0.0,1
1772946,0.0,0.0,1
1172915,0.0,0.0,2
265635,0.0,0.0,1
2379427,0.0,0.0,3
593316,0.0,0.0,5
399471,0.0,0.0,1
3529011,0.0,0.0,2
2402445,0.0,0.0,2
2855461,0.0,0.0,1
1546865,0.0,0.0,2
5049766,0.0,0.0,1
4767819,0.0,0.0,2
678682,0.0,0.0,5
4900288,0.0,0.0,1
1119773,0.0,0.0,1
5297884,0.0,0.0,1
698888,0.0,0.0,3
1945252,0.0,0.0,2
5082543,0.0,0.0,1
2110834,0.0,0.0,7
4328881,0.0,0.0,2
4300632,0.0,0.0,2
4361651,0.0,0.0,3
2812489,0.0,0.0,2
2170618,0.0,0.0,1
3575220,0.0,0.0,3
3129297,0.0,0.0,1
1229983,0.0,0.0,2
1196033,0.0,0.0,2
495044,0.0,0.0,5
4060875,0.13333333333333333,0.6951941016011038,6
3811227,0.0,0.0,2
2185570,0.0,0.0,2
2276327,0.0,0.0,2
3641164,0.0,0.0,2
4319572,0.0,0.0,2
3631020,0.0,0.0,2
4193071,0.0,0.0,1
1379786,0.0,0.0,2
3334892,0.0,0.0,6
36306,0.0,0.0,1
3778283,0.0,0.0,4
2100693,0.0,0.0,3
2029194,0.03636363636363636,0.0,11
758064,0.0,0.0,4
1707481,0.0,0.0,1
5304092,0.0,0.0,9
593378,0.0,0.0,1
1576418,0.0,0.0,4
1846541,0.0,0.0,1
4527175,0.0,0.0,2
414745,0.0,0.0,1
3509733,0.0,0.0,2
1634116,0.0,0.0,1
5213673,0.3333333333333333,0.5,3
2913687,0.1,0.5,5
3786037,0.0,0.0,1
2559798,0.3333333333333333,0.5,3
3247595,0.0,0.0,3
2312495,0.0,0.0,2
4867406,0.0,0.0,9
3673586,0.0,0.0,1
4820476,0.0,0.0,1
2129432,0.0,0.0,1
3870209,0.0,0.0,1
4591105,0.0,0.0,1
668685,0.0,0.0,5
815643,0.0,0.0,9
4841528,0.0,0.0,1
2035216,0.0,0.0,1
3713690,0.0,0.0,11
3640860,0.0,0.0,1
4656676,0.0,0.0,1
398369,0.0,0.0,4
232998,0.0,0.0,2
4364728,0.0,0.0,3
1830187,0.0,0.0,1
4656680,0.0,0.0,1
3948304,0.0,0.0,12
3313197,0.0,0.0,1
1740339,0.0,0.0,1
2347549,0.0,0.0,1
269692,0.0,0.0,6
1019450,0.0,0.0,2
4959090,0.0,0.0,2
1936956,0.0,0.0,1
4823319,0.0,0.0,4
855613,0.0,0.0,2
4139059,0.0,0.0,2
3094240,0.0,0.0,1
888383,0.0,0.0,1
3182143,0.0,0.0,1
3167768,0.0,0.0,2
331333,0.0,0.0,1
3313222,0.0,0.0,1
4624571,0.0,0.0,2
364103,0.0,0.0,2
1840990,0.0,0.0,1
4334949,0.0,0.0,11
3051084,0.0,0.0,1
888407,0.0,0.0,2
3326768,0.0,0.0,1
4945148,0.009523809523809525,0.5,15
4558424,0.0,0.0,1
3799386,0.0,0.0,2
134745,0.0,0.0,1
2289952,0.0,0.0,2
5508700,0.0,0.0,1
822877,0.0,0.0,1
4744493,0.0,0.0,2
4492892,0.0,0.0,1
1788968,0.0,0.0,4
4001378,0.3333333333333333,0.5,3
2044369,0.3333333333333333,0.6951941016011038,4
2678175,0.13333333333333333,0.6951941016011038,6
724579,0.0,0.0,1
2837755,0.0,0.0,2
4525668,0.004329004329004329,0.5,22
5143318,0.0,0.0,2
3010978,0.0,0.0,2
717140,0.0,0.0,1
2793260,0.3333333333333333,0.5,3
706107,0.0,0.0,2
5460479,0.0,0.0,2
2496514,0.0,0.0,1
1155379,0.0,0.0,1
4592672,0.0,0.0,1
1816413,0.0,0.0,1
2907710,0.0,0.0,1
4175969,0.0,0.0,1
1258478,0.0,0.0,2
2650155,1.0,0.5,2
384376,0.0,0.0,1
3590744,0.0,0.0,2
783987,0.0,0.0,3
3785964,0.0,0.0,1
11861,0.0,0.0,1
802283,0.0,0.0,1
757349,0.0,0.0,4
1683894,0.0,0.0,2
4762059,0.0,0.0,6
538511,0.0,0.0,1
5279334,0.0,0.0,2
3650766,0.0,0.0,1
1158481,0.0,0.0,2
2788974,0.0,0.0,1
1707636,0.0,0.0,1
2559606,0.0,0.0,1
5156846,0.0,0.0,2
2592376,0.0,0.0,1
1838714,0.0,0.0,1
2320082,0.0,0.0,2
724609,0.0,0.0,4
4599591,0.0,0.0,1
1135068,0.0,0.0,2
1186525,0.0,0.0,1
706956,0.0,0.0,2
5443205,0.0,0.0,1
3488407,0.0,0.0,2
724618,0.0,0.0,1
4944531,0.0,0.0,4
4820620,0.0,0.0,2
2015231,0.0,0.0,3
3968653,0.0,0.0,3
1940429,0.0,0.0,1
3749590,0.0,0.0,1
2985619,0.0,0.0,1
3100842,0.13333333333333333,0.6951941016011038,6
3313300,0.0,0.0,1
1726955,0.0,0.0,2
1379987,0.0,0.0,2
4467219,0.0,0.0,4
2264730,0.0,0.0,3
4259172,0.0,0.0,1
3295005,0.0,0.0,1
1644114,0.0,0.0,3
3968671,0.0,0.0,1
1642145,0.0,0.0,1
2276719,0.0,0.0,3
134822,0.0,0.0,2
2416988,0.0,0.0,5
3849240,0.0,0.0,1
5443240,0.0,0.0,1
5292326,0.0,0.0,7
2723503,1.0,0.5,2
5485775,0.3333333333333333,0.5,3
1576624,0.0,0.0,2
4616269,0.0,0.0,1
3313333,0.0,0.0,1
3391359,0.0,0.0,4
1347257,0.0,0.0,1
396991,0.0,0.0,3
5010103,0.0,0.0,2
4480761,0.0,0.0,2
1951580,0.0,0.0,1
4736802,0.0,0.0,1
1019591,0.0,0.0,2
1448742,0.0,0.0,1
3215050,0.0,0.0,3
1814839,0.0,0.0,1
2504593,0.0,0.0,3
2526923,0.0,0.0,4
2346963,0.0,0.0,2
2614983,0.0,0.0,1
4334507,0.0,0.0,1
2494182,0.0,0.0,2
41169,0.0,0.0,2
1080073,0.0,0.0,2
3590119,0.0,0.0,3
2756332,0.0,0.0,1
1859185,0.0,0.0,3
495346,0.0,0.0,1
5305413,0.0,0.0,2
4787981,0.0,0.0,2
3294114,0.0,0.0,3
3841335,0.0,0.0,2
4394770,0.0,0.0,3
1185367,0.0,0.0,2
3120605,0.0,0.0,2
805804,0.0,0.0,3
4199463,0.0,0.0,5
3247892,0.0,0.0,1
134932,0.0,0.0,2
1823300,0.0,0.0,2
2559763,0.0,0.0,3
4835183,0.0,0.0,2
4171419,0.0,0.0,3
2278771,0.0,0.0,1
3444503,0.0,0.0,2
523168,0.0,0.0,4
796463,0.0,0.0,2
3542818,0.0,0.0,1
1785886,0.0,0.0,2
3182371,0.0,0.0,2
2726980,0.0,0.0,1
3908711,0.0,0.0,2
2117065,0.0,0.0,1
2174208,0.0,0.0,1
3812265,0.0,0.0,1
2343524,0.0,0.0,2
2876896,0.0,0.0,4
4873496,0.0,0.0,1
2443777,0.0,0.0,2
2428714,0.0,0.0,2
2136653,0.0,0.0,3
2494253,0.0,0.0,1
4484313,0.0,0.0,3
5292928,0.0,0.0,2
4067380,0.0,0.0,2
2366442,0.0,0.0,2
1911202,0.0,0.0,3
4921262,0.0,0.0,1
4924922,0.0,0.0,2
4624183,0.0,0.0,1
2279887,0.0,0.0,5
5148475,0.0,0.0,1
1806149,0.0,0.0,2
4928082,0.0,0.0,2
1786252,0.0,0.0,2
1821683,0.0,0.0,1
3182409,0.0,0.0,2
2836406,0.0,0.0,1
4886348,0.0,0.0,1
1268059,0.16666666666666666,0.5,4
1583591,0.0,0.0,1
5017422,0.0,0.0,1
5115732,0.0,0.0,1
4296534,0.0,0.0,10
4301441,0.0,0.0,4
2322009,0.0,0.0,1
1684976,0.0,0.0,1
4979158,0.0,0.0,1
1710708,0.0,0.0,4
2193136,0.0,0.0,2
102236,0.0,0.0,2
1001879,0.0,0.0,3
2859550,0.0,0.0,1
36715,0.0,0.0,1
3890502,0.0,0.0,2
266092,0.0,0.0,3
1781747,0.0,0.0,2
3903568,0.0,0.0,1
1314669,0.0,0.0,1
5377903,0.0,0.0,1
4493168,0.0,0.0,1
2690941,0.0,0.0,1
3498970,0.0,0.0,2
1412991,0.0,0.0,1
3954939,0.0,0.0,2
2953089,0.0,0.0,2
5289179,0.0,0.0,1
5279624,0.0,0.0,1
2793301,0.0,0.0,9
2068363,0.16666666666666666,0.5,4
3249923,0.16666666666666666,0.5,4
4514222,1.0,0.5,2
209935,0.0,0.0,1
135056,0.0,0.0,1
4231061,0.0,0.0,1
1085334,0.0,0.0,1
4201424,0.0,0.0,2
5246874,0.0,0.0,2
4487248,0.0,0.0,3
3182492,0.0,0.0,1
2500429,0.1,0.5,5
1445790,0.0,0.0,2
4348297,0.0,0.0,3
3374193,0.0,0.0,1
2101152,0.0,0.0,1
4165537,0.0,0.0,1
349770,0.0,0.0,3
1544104,0.0,0.0,1
222475,0.0,0.0,3
3411881,0.0,0.0,2
1012059,0.015151515151515152,0.5,12
8796,0.0,0.0,3
2461615,0.0,0.0,1
5386296,0.0,0.0,6
2428852,0.0,0.0,1
1721072,0.0,0.0,3
2101176,0.0,0.0,1
5138000,0.0,0.0,2
640039,0.0,0.0,2
659387,0.0,0.0,3
2943526,0.0,0.0,2
3522360,0.0,0.0,2
4493247,0.0,0.0,1
692170,0.0,0.0,3
4297757,0.0,0.0,2
4084459,0.0,0.0,3
2222733,0.0,0.0,1
2723796,0.0,0.0,1
4788389,0.0,0.0,2
4362198,0.0,0.0,3
4620007,0.0,0.0,3
2223214,0.0,0.0,1
1831883,0.0,0.0,2
2769637,0.0,0.0,1
1314785,0.0,0.0,1
4125910,0.0,0.0,1
1052643,0.0,0.0,1
2318824,0.0,0.0,2
430053,0.0,0.0,1
659431,0.0,0.0,2
4323743,0.0,0.0,1
2461674,0.0,0.0,1
4027989,0.0,0.0,7
1544171,0.0,0.0,1
1284493,0.0,0.0,2
4493294,0.0,0.0,1
1765594,0.0,0.0,2
2461680,0.0,0.0,2
568555,0.0,0.0,1
3444722,0.0,0.0,1
4132857,0.0,0.0,2
5458800,0.0,0.0,2
4125317,0.0,0.0,2
921596,0.0,0.0,1
5281852,0.0,0.0,3
1642492,0.0,0.0,1
3198224,0.0,0.0,25
4952061,0.0,0.0,1
3679425,0.0,0.0,2
4296703,0.0,0.0,1
5148686,0.0,0.0,4
3896615,0.0,0.0,1
608465,0.0,0.0,2
3043479,0.0,0.0,2
2625558,0.0,0.0,1
1970199,0.0,0.0,2
804817,0.0,0.0,4
3963890,0.0,0.0,3
1282074,0.0,0.0,1
353654,0.0,0.0,12
2625571,0.0,0.0,1
1282085,0.0,0.0,1
1773609,0.0,0.0,2
1678349,0.0,0.0,2
2730773,0.0,0.0,1
4821035,0.0,0.0,1
1435580,0.0,0.0,2
1314861,0.0,0.0,1
2428975,0.0,0.0,1
1332900,0.0,0.0,2
36912,0.0,0.0,1
2471807,0.0,0.0,2
2218203,0.0,0.0,1
3444789,0.0,0.0,1
127198,0.0,0.0,3
1288165,0.0,0.0,2
4395077,0.0,0.0,2
4795413,0.0,0.0,3
4821183,0.0,0.0,1
1511496,0.0,0.0,3
4803174,0.0,0.0,1
4270473,0.0,0.0,3
1728910,0.0,0.0,2
593996,0.0,0.0,1
856145,0.0,0.0,1
423567,0.0,0.0,3
3575889,0.0,0.0,1
3562238,0.0,0.0,2
1249367,0.06666666666666667,0.5,6
3544162,0.0,0.0,1
3632900,0.16666666666666666,0.5,4
2765022,0.0,0.0,3
240135,0.0,0.0,2
2232408,0.0,0.0,1
1365533,0.0,0.0,5
200798,0.0,0.0,2
402714,0.0,0.0,3
1524403,0.0,0.0,2
1970273,0.0,0.0,2
4351385,0.0,0.0,1
4427874,0.0,0.0,1
40193,0.0,0.0,2
4526183,0.0,0.0,1
1990086,0.0,0.0,2
3313774,0.0,0.0,1
1039471,0.0,0.0,2
4755566,0.0,0.0,1
75265,0.0,0.0,3
2887793,0.0,0.0,1
4657268,0.0,0.0,1
1249397,0.0,0.0,1
4766800,0.0,0.0,3
5312642,0.0,0.0,1
4895991,0.0,0.0,3
4501338,0.0,0.0,7
2976121,0.0,0.0,3
561289,0.0,0.0,4
3472535,0.0,0.0,5
5379549,0.0,0.0,4
462996,0.0,0.0,2
4291477,0.0,0.0,1
4440284,0.0,0.0,7
168084,0.0,0.0,2
913445,0.0,0.0,4
3027714,0.0,0.0,3
5050526,0.0,0.0,1
1685782,0.0,0.0,5
495777,0.0,0.0,1
2991029,0.0,0.0,5
2887842,0.0,0.0,1
1293941,0.0,0.0,4
37032,0.0,0.0,1
4823944,0.0,0.0,6
3641525,0.0,0.0,1
4427964,0.0,0.0,1
1183933,0.0,0.0,3
4480212,0.0,0.0,1
1206167,0.0,0.0,5
2240549,0.0,0.0,1
364734,0.0,0.0,1
3772610,0.0,0.0,1
5116099,0.0,0.0,5
4480521,0.0,0.0,1
1068102,0.0,0.0,2
389587,0.0,0.0,1
430276,0.0,0.0,2
2783173,0.0,0.0,3
1118404,0.0,0.0,2
750556,0.0,0.0,1
553595,0.0,0.0,3
4198599,0.0,0.0,2
5317213,0.0,0.0,1
612320,0.0,0.0,15
3412181,0.0,0.0,1
795357,0.0,0.0,6
1118428,0.0,0.0,1
478007,0.0,0.0,2
4690146,0.0,0.0,1
3281123,0.0,0.0,2
3749258,0.0,0.0,5
921827,0.0,0.0,2
5070652,0.0,0.0,1
4254916,0.0,0.0,2
397538,0.0,0.0,1
2855475,0.0,0.0,3
5443816,0.0,0.0,3
4100332,0.0,0.0,3
4233132,0.0,0.0,1
1629991,0.0,0.0,1
4821229,0.0,0.0,7
4736357,0.0,0.0,2
3584364,0.0,0.0,2
1315511,0.0,0.0,1
5042853,0.0,0.0,1
4062071,0.16666666666666666,0.5,4
5401484,0.0,0.0,2
2691309,0.0,0.0,1
5345518,0.0,0.0,2
3032252,0.0,0.0,2
3038071,0.0,0.0,5
1904880,0.0,0.0,2
4611022,0.0,0.0,4
4886769,0.0,0.0,1
2855154,0.0,0.0,1
812511,0.0,0.0,2
2167027,0.0,0.0,1
3707121,0.0,0.0,1
3129816,0.0,0.0,2
2855156,0.0,0.0,4
1530576,0.0,0.0,2
5041054,0.0,0.0,1
1745218,0.0,0.0,3
1356947,0.0,0.0,2
4657394,0.0,0.0,1
3707137,0.0,0.0,3
1979498,0.0,0.0,8
2249885,0.0,0.0,1
4059412,0.0,0.0,1
2631788,0.0,0.0,2
3739909,0.0,0.0,3
2431997,0.0,0.0,2
3042964,0.0,0.0,2
1839368,0.0,0.0,1
3019018,0.0,0.0,1
3850553,0.0,0.0,3
94289,0.0,0.0,1
3477774,0.0,0.0,1
3890023,0.0,0.0,7
3313941,0.0,0.0,2
5387733,0.0,0.0,2
2527865,0.0,0.0,3
4067619,0.0,0.0,2
3066608,0.0,0.0,8
1823803,0.0,0.0,1
2822439,0.0,0.0,3
2021841,0.0,0.0,2
4076661,0.0,0.0,1
233768,0.0,0.0,1
594218,0.0,0.0,1
3954221,0.0,0.0,4
3078746,0.0,0.0,1
809529,0.0,0.0,1
4755761,0.0,0.0,1
1675575,0.0,0.0,1
3563085,0.0,0.0,4
2134330,0.0,0.0,1
1930001,0.0,0.0,2
1085759,0.0,0.0,3
2609225,0.0,0.0,2
3011335,0.0,0.0,2
4133188,0.0,0.0,1
5411140,0.0,0.0,1
1216843,0.0,0.0,2
2201960,0.0,0.0,2
1584790,0.0,0.0,1
3182924,0.0,0.0,2
4927089,0.0,0.0,3
1839439,0.0,0.0,1
2529102,0.0,0.0,2
5116240,0.0,0.0,1
3712226,0.3333333333333333,0.5,3
4165968,0.0,0.0,1
1741139,0.0,0.0,2
2456145,0.0,0.0,1
4297044,0.0,0.0,1
3824818,0.0,0.0,2
2789727,0.0,0.0,2
3720868,0.0,0.0,1
4402296,0.0,0.0,4
5443938,0.0,0.0,4
1684177,0.0,0.0,1
